question_en,question_type,question_type_explanation
Q9_1 How often do you use the following digital financial services in your daily life? A mobile banking app or website to authenticate your identity and check your balance | Base: All,not_forward,"This question asks for behavioral information about the respondent's usage of digital financial services, not their opinion on what the EU should do."
Q9_2 How often do you use the following digital financial services in your daily life? A mobile banking/payment app or website to pay either in shops or online | Base: All,not_forward,"This question asks for the frequency of using a digital financial service, not expressing an opinion about what the EU should do."
Q9_3 How often do you use the following digital financial services in your daily life? A mobile app to invest in financial markets | Base: All,not_forward,"This question asks for the frequency of using a digital financial service, not expressing an opinion about what the EU should do."
Q9_4 How often do you use the following digital financial services in your daily life? A mobile app to invest in crypto-assets | Base: All,error,parse_error
"Q10_1 Sustainable finance refers to the process of taking environmental, social and governance considerations into account when making decisions in the financial sector. To what extent you agree or disagree with the following statements? I know whether my private savings and investments are invested into sustainable economic activities | Base: All",opinion_forward,"The question asks for citizens' opinion on whether their private savings and investments are invested into sustainable economic activities, which is a forward-looking opinion about what the EU should encourage or promote in the financial sector."
"Q10_2 Sustainable finance refers to the process of taking environmental, social and governance considerations into account when making decisions in the financial sector. To what extent you agree or disagree with the following statements? I receive information on the sustainability impact of financial products or services | Base: All",opinion_forward,"The question asks for citizens' opinion on whether they receive information on the sustainability impact of financial products, which is a forward-looking opinion about what the EU should do (provide information) in the financial sector."
"Q10_3 Sustainable finance refers to the process of taking environmental, social and governance considerations into account when making decisions in the financial sector. To what extent you agree or disagree with the following statements? If I know that a financial product is sustainable, I am more likely to invest in it | Base: All",opinion_forward,"The question asks for citizens' opinion about what they SHOULD do when investing in financial products, based on sustainability considerations."
"Q10_4 Sustainable finance refers to the process of taking environmental, social and governance considerations into account when making decisions in the financial sector. To what extent you agree or disagree with the following statements? It is important to me that my savings and investments do not fund economic activities that have a negative impact on the planet | Base: All",opinion_forward,"The question asks for citizens' opinion about what they think should happen with their savings and investments, which is a forward-looking opinion."
"Q11 Across the EU, you have basic rights when you open a bank account, transfer money, take out a loan or buy insurance products. Have you ever considered that your rights were breached doing any of the following? Please select all that apply. [MULTIPLE ANSWERS] | Base: All",not_forward,"The question asks about past breaches of rights, not forward-looking opinions on what the EU should do."
"Q12 And when you felt your rights were breached, did you then complain to anyone? [MULTIPLE ANSWERS] | Base: IF Q11 = 1/2/3/4/5/6 [If rights were breached]",not_forward,"It asks about past actions related to breached rights, not forward-looking opinions about what the EU should do."
Q13 How satisfied were you with the way your complaint was handled? | Base: IF Q12 = 2/3/4/5 [If a complaint was raised],not_forward,It asks for satisfaction with a past complaint handling process
Q1a Have you already used euro banknotes or coins? | Base: All,not_forward,References an EXISTING policy/program as already in place: Euro banknotes and coins
Q1b You said you already used euro banknotes or coins. Was it…? | Base: If already used euro banknotes or coins at Q1a,not_forward,References an EXISTING policy/program as already in place
Q2 Which of the following statements do you think is correct? | Base: All,opinion_forward,"The question asks for citizens' opinion about what they think is correct, which can be interpreted as a forward-looking opinion."
Q3 And which of these following statements do you think is correct? | Base: All,opinion_forward,"The question asks for citizens' opinion about what they think is correct, which can be interpreted as a forward-looking opinion."
"Q4a According to you, how many EU countries have already introduced the euro? | Base: All",not_forward,References an existing policy as already in place
"Q4b In your opinion, is (THIS COUNTRY) ready to introduce the euro? | Base: All",opinion_forward,"The question asks for citizens' opinion about what a country SHOULD do, introducing the euro."
Q4c When do you think the euro will be introduced in [THIS COUNTRY]? | Base: All,opinion_forward,"The question asks for citizens' opinion about when the euro will be introduced in a specific country, which is forward-looking as it involves expressing what should happen."
Q5 To what extent do you feel informed about the euro? Do you feel: | Base: All,not_forward,"This question asks for the respondent's level of information about the euro, not their opinion on what the EU should do."
"Q6 Before the euro is introduced in [THIS COUNTRY] there would normally be an information campaign on the changeover. For each of the following institutions or groups, please tell me if you would trust information they provide on the changeover to the euro? [MULTIPLE ANSWERS] | Base: All",not_forward,"This question asks about trust in institutions providing information on a changeover that is already planned, not about what the EU should do."
"Q7 In your view, which of the following issues about the euro are essential to be covered in priority by the information campaign on the changeover to the euro in [THIS COUNTRY]? [MULTIPLE ANSWERS] | Base: All",opinion_forward,"The question asks for citizens' opinion on what should be prioritized in an information campaign, which is a forward-looking opinion about the EU's actions."
Q8 Here is a list of various possible information campaign actions on the euro changeover. Could you tell me for each of them whether you would find it essential? [MULTIPLE ANSWERS] | Base: All,opinion_forward,The question asks for citizens' opinion on what the EU SHOULD do in terms of information campaign actions on the euro changeover.
Q9 What consequences do you think the introduction of the euro has had in the countries that are already using the euro? | Base: All,not_forward,References an existing policy as already in place
Q10_1 Do you think the introduction of the euro would have positive or negative consequences for.…? THIS COUNTRY | Base: All,opinion_forward,"The question asks for citizens' opinion about the potential positive or negative consequences of introducing the euro, which is a forward-looking opinion about what the EU should do."
Q10_2 Do you think the introduction of the euro would have positive or negative consequences for.…? You personally | Base: All,opinion_forward,"The question asks for citizens' opinion about the potential positive or negative consequences of introducing the euro, which is a forward-looking opinion."
"Q11 Generally speaking, are you personally more in favour or against the idea of introducing the euro in (THIS COUNTRY)? | Base: All",opinion_forward,"The question asks for citizens' opinion about introducing the euro in a specific country, which is a forward-looking policy preference."
Q12 When would you like the euro to become your currency? | Base: All,opinion_forward,"The question asks for citizens' opinion about when the euro should become their currency, which is a forward-looking opinion."
"Q13 What impact, if any, do you think the introduction of the euro will have on prices in (THIS COUNTRY)? | Base: All",opinion_forward,The question asks for citizens' forward-looking opinion about the potential impact of the euro on prices in their country.
Q14_1 Could you tell me for each of the following statements if you agree or disagree…? You personally will manage to adapt to the replacement of the (NATIONAL CURRENCY) by the euro | Base: All,not_forward,"The question asks about personal adaptation to a change that has already occurred, not about what the EU should do in the future."
Q14_2 Could you tell me for each of the following statements if you agree or disagree…? You are concerned about abusive price setting during the changeover | Base: All,opinion_forward,"The question asks for citizens' opinion about a potential issue (abusive price setting during the changeover), which can be considered as what the EU should address."
Q14_3 Could you tell me for each of the following statements if you agree or disagree…? Adopting the euro will mean that (THIS COUNTRY) will lose control over its economic policy | Base: All,opinion_forward,"The question asks for citizens' opinion about what will happen if a country adopts the euro, which is forward-looking as it involves a policy decision."
Q14_4 Could you tell me for each of the following statements if you agree or disagree…? Adopting the euro will mean that (THIS COUNTRY) will lose a part of its identity | Base: All,opinion_forward,"The question asks for citizens' opinion about what will happen if a country adopts the euro, which is forward-looking."
"Q1 Do you think that, in your local area, people using or dealing drugs are a very serious problem, somewhat serious, not too serious, or not a problem at all? | Base: All",not_forward,"The question asks for an opinion about a local problem, not a forward-looking policy preference for the EU"
"Q2_1 Which of the following would you say are a problem in your local area associated with people using or dealing drugs? Drugs being too easily available | Base: If 'A problem' at Q1 (Q1=1, 2 or 3)",not_forward,"This question asks for a problem associated with drugs in the local area, not expressing what the EU should do."
"Q2_2 Which of the following would you say are a problem in your local area associated with people using or dealing drugs? People taking hard drugs (e.g. crack, heroin, cocaine) | Base: If 'A problem' at Q1 (Q1=1, 2 or 3)",not_forward,"This question asks for a problem associated with drug use in the local area, not expressing an opinion about what the EU should do."
"Q2_3 Which of the following would you say are a problem in your local area associated with people using or dealing drugs? People smoking cannabis in public places | Base: If 'A problem' at Q1 (Q1=1, 2 or 3)",not_forward,"This question asks for a problem associated with drug use in the local area, not expressing what should happen at the EU level."
"Q2_4 Which of the following would you say are a problem in your local area associated with people using or dealing drugs? Children and teenagers taking drugs | Base: If 'A problem' at Q1 (Q1=1, 2 or 3)",not_forward,"This question asks for a problem associated with drug use in the local area, not expressing what should happen at the EU level."
"Q2_5 Which of the following would you say are a problem in your local area associated with people using or dealing drugs? Drug dealers or users being intimidating to local people | Base: If 'A problem' at Q1 (Q1=1, 2 or 3)",opinion_forward,"The question asks for citizens' opinion about a potential problem associated with drug use, implying what the EU could do to address it."
"Q2_6 Which of the following would you say are a problem in your local area associated with people using or dealing drugs? Conflict and violence in the community related to drug use | Base: If 'A problem' at Q1 (Q1=1, 2 or 3)",not_forward,"This question asks for a problem associated with drug use in the local area, not expressing what the EU should do."
"Q2_7 Which of the following would you say are a problem in your local area associated with people using or dealing drugs? Domestic violence related to drug use | Base: If 'A problem' at Q1 (Q1=1, 2 or 3)",not_forward,"This question asks for a problem associated with drug use in the local area, not expressing what should happen at the EU level."
"Q2_8 Which of the following would you say are a problem in your local area associated with people using or dealing drugs? Traffic accidents related to drug use or combined alcohol and drug use | Base: If 'A problem' at Q1 (Q1=1, 2 or 3)",not_forward,"This question asks for a problem associated with drug use in the local area, not expressing what the EU should do."
"Q2_9 Which of the following would you say are a problem in your local area associated with people using or dealing drugs? Poverty and unemployment related to drug use | Base: If 'A problem' at Q1 (Q1=1, 2 or 3)",not_forward,"This question asks for a problem associated with drug use in the local area, not expressing what the EU should do."
"Q3_1 Is drug use the most important cause, one of the causes or not a cause at all of the following types of crime in your local area? Youth crime | Base: All",not_forward,"This question asks for citizens' opinion about the cause of crime in their local area, which is a factual/awareness question and not related to EU policies."
"Q3_2 Is drug use the most important cause, one of the causes or not a cause at all of the following types of crime in your local area? Stealing, theft and burglary | Base: All",not_forward,"This question asks for citizens' opinion about the cause of crime in their local area, which is not a forward-looking policy preference that parliament could act on."
"Q3_3 Is drug use the most important cause, one of the causes or not a cause at all of the following types of crime in your local area? Violent crime and murder | Base: All",not_forward,"This question asks for citizens' opinion about the cause of crime in their local area, which is a factual/awareness question and not related to EU policies."
"Q3_4 Is drug use the most important cause, one of the causes or not a cause at all of the following types of crime in your local area? Corruption and lack of trust in public officials and institutions | Base: All",not_forward,"This question asks for citizens' opinion about the cause of crime in their local area, which is not a forward-looking policy preference that parliament could act on."
"Q4 In your local area, do you think that in the past few years problems caused by drugs have: | Base: All",not_forward,"This question asks for an opinion about past problems, not forward-looking opinions about what the EU should do."
"Q5_1 For each of the following statements could you say if you strongly agree, agree, disagree or strongly disagree: The COVID-19 pandemic resulted in higher use of illegal drugs in my local area | Base: All",not_forward,"The question asks for an opinion about a situation that has already occurred, not a forward-looking policy preference."
"Q5_2 For each of the following statements could you say if you strongly agree, agree, disagree or strongly disagree: The COVID-19 pandemic resulted in more drug problems in my local area | Base: All",not_forward,"The question asks for an opinion about a situation that has already occurred, not a forward-looking policy preference."
"Q6_1 For each of the following statements could you say if you strongly agree, agree, disagree or strongly disagree: The availability and use of drugs make me feel unsafe near my home, school or place of work | Base: All",not_forward,"The question does not ask for citizens' opinion about what the EU should do, but rather asks about their personal feelings towards drug availability and safety in their immediate environment."
"Q6_2 For each of the following statements could you say if you strongly agree, agree, disagree or strongly disagree: The availability and use of drugs have a negative impact on my personal relationships | Base: All",not_forward,"The question does not ask about what the EU should do, but rather about the personal impact of drug availability and use on respondents' relationships."
"Q6_3 For each of the following statements could you say if you strongly agree, agree, disagree or strongly disagree: The availability and use of drugs have a negative impact on the health and well-being of myself and those close to me | Base: All",opinion_forward,"The question asks for citizens' opinion about the impact of drugs on their health and well-being, which can be interpreted as a forward-looking opinion about what they think should be addressed in terms of drug policies."
"Q6_4 For each of the following statements could you say if you strongly agree, agree, disagree or strongly disagree: The availability and use of drugs is central to reducing the overall quality of life in my local area | Base: All",opinion_forward,"The question asks for citizens' opinion about what could potentially impact the quality of life in their local area, which is forward-looking."
Q7 These days drugs are sometimes sold online and shipped via postal services. Do you think that online sales of drugs are increasing drug problems in your local area? | Base: All,opinion_forward,"The question asks for citizens' opinion about what they think should happen (an increase in drug problems), making it a forward-looking opinion."
Q8 To what extent do you think cannabis causes health problems? | Base: All,not_forward,"This question asks for an opinion about the health effects of cannabis, not a forward-looking policy preference."
"Q9 In your opinion, should cannabis be allowed for: | Base: All",opinion_forward,"The question asks for citizens' opinion on what the EU should do regarding cannabis, which is forward-looking."
Q10 Have you ever used cannabis yourself? | Base: All,not_forward,"This question asks for personal behavior, not a forward-looking opinion about what the EU should do."
Q11_1 How difficult or easy do you think it would be for you personally to obtain the following substances within 24 hours if you wanted some? Cannabis | Base: All,not_forward,"This question asks for personal experience and difficulty level, not a forward-looking opinion about what the EU should do."
Q11_2 How difficult or easy do you think it would be for you personally to obtain the following substances within 24 hours if you wanted some? Cocaine | Base: All,not_forward,"This question asks for personal experience and difficulty level, not a forward-looking opinion about what the EU should do."
Q11_3 How difficult or easy do you think it would be for you personally to obtain the following substances within 24 hours if you wanted some? MDMA (ecstasy) | Base: All,not_forward,"This question asks for personal experience or difficulty level, not a forward-looking opinion about what the EU should do."
Q11_4 How difficult or easy do you think it would be for you personally to obtain the following substances within 24 hours if you wanted some? Heroin | Base: All,not_forward,"This question asks for personal experience and difficulty level, not a forward-looking opinion about what the EU should do."
"Q11_5 How difficult or easy do you think it would be for you personally to obtain the following substances within 24 hours if you wanted some? Legal highs, substances imitating the effects of illicit drugs | Base: All",not_forward,"This question asks for the respondent's perception of difficulty in obtaining substances, not their opinion on what the EU should do."
Q12_1 The sale of drugs such as cannabis and cocaine are officially banned in all EU Member States. Do you think the following substances should continue to be banned or should they be regulated? Cannabis | Base: All,opinion_forward,The question asks for citizens' opinion about what the EU should do regarding the regulation of certain substances.
Q12_2 The sale of drugs such as cannabis and cocaine are officially banned in all EU Member States. Do you think the following substances should continue to be banned or should they be regulated? Cocaine | Base: All,opinion_forward,The question asks for citizens' opinion about what the EU should do regarding the regulation of certain substances.
Q12_3 The sale of drugs such as cannabis and cocaine are officially banned in all EU Member States. Do you think the following substances should continue to be banned or should they be regulated? MDMA (ecstasy) | Base: All,opinion_forward,"The question asks for citizens' opinion on what the EU should do about regulating certain substances, making it a forward-looking opinion."
Q12_4 The sale of drugs such as cannabis and cocaine are officially banned in all EU Member States. Do you think the following substances should continue to be banned or should they be regulated? Heroin | Base: All,opinion_forward,"The question asks for citizens' opinion on what the EU should do about regulating certain substances, making it a forward-looking opinion."
Sector (NACE) | Base: All,opinion_forward,The question asks for citizens' opinion about what the EU should do in terms of providing financial support to member states.
Sector group (NACE) | Base: All,opinion_forward,The question asks for citizens' opinion about what the EU should do regarding financial support to member states.
D5 What was your company's total turnover in 2020? | Base: All,not_forward,"This question asks for factual information about a company's turnover in 2020, not forward-looking opinion or policy preference."
"D6_1 Do you know if, in 2020, your company has sold products and or services to other EU countries | Base: All",not_forward,"This question asks for factual knowledge about the respondent's company, not their opinion on what the EU should do."
"D6_2 Do you know if, in 2020, your company has sold products and or services to countries outside EU | Base: All",not_forward,"This question asks for factual knowledge about the respondent's company, not their opinion on what the EU should do."
"D7 Approximately, what percentage of the value of your company's products and or services were sold to other EU Member States in 2020? | Base: If 'Sold products and or services to other EU countries' at D6_1",not_forward,"This question asks for factual information about the respondent's company sales, not their opinion on what the EU should do."
Q1NAT. What is your nationality? Please tell me the country(ies) that applies(y).(MULTIPLE ANSWERS POSSIBLE),not_forward,"This question asks for the respondent's nationality, which is a factual response and not related to forward-looking opinions or policy preferences."
QA1a.1. How would you judge the current situation in each of the following?:- The situation in (OUR COUNTRY) in general,not_forward,"It asks for a judgment of the current situation, not a forward-looking opinion about what the EU should do."
QA1a.2. How would you judge the current situation in each of the following?:- The situation of the (NATIONALITY) economy,not_forward,"It asks for a judgment of the current situation, not a forward-looking opinion about what the EU should do."
QA1a.3. How would you judge the current situation in each of the following?:- The situation of the European economy,not_forward,"It asks for a judgment of the current situation, not a forward-looking opinion about what the EU should do."
QA1a.4. How would you judge the current situation in each of the following?:- Your personal job situation,not_forward,"It refers to the current situation, not a forward-looking opinion about what the EU should do."
QA1a.5. How would you judge the current situation in each of the following?:- The financial situation of your household,not_forward,"It refers to the current situation in the household, not a forward-looking opinion about what the EU should do."
QA1a.6. How would you judge the current situation in each of the following?:- The employment situation in (OUR COUNTRY),not_forward,"It asks for a judgment of the current situation, not a forward-looking opinion about what the EU should do."
QA1a.7. How would you judge the current situation in each of the following?:- The provision of public services in (OUR COUNTRY),not_forward,"It refers to the current situation of a policy, not suggesting what should be done."
"QA2a.1. What are your expectations for the next twelve months will the next twelve months be better, worse or the same, when it comes to...?:- Your life in general",not_forward,"This question asks for citizens' expectations about their life in general, not a forward-looking opinion about what the EU should do."
"QA2a.2. What are your expectations for the next twelve months: will the next twelve months be better, worse or the same, when it comes to...?:- The situation in (OUR COUNTRY) in general",not_forward,"This question asks for citizens' expectations about the future situation in their country, not a policy preference that the EU should act on."
"QA2a.3. What are your expectations for the next twelve months: will the next twelve months be better, worse or the same, when it comes to...? :-The economic situation in (OUR COUNTRY)",opinion_forward,The question asks for citizens' forward-looking opinion about the economic situation in their country.
"QA2a.4. What are your expectations for the next twelve months: will the next twelve months be better, worse or the same, when it comes to...?:- The financial situation of your household",opinion_forward,The question asks for citizens' forward-looking opinion about their household's financial situation.
"QA2a.5. What are your expectations for the next twelve months: will the next twelve months be better, worse or the same, when it comes to...?:- The employment situation in (OUR COUNTRY)",opinion_forward,The question asks for citizens' forward-looking opinion about the employment situation in their country
"QA2a.6. What are your expectations for the next twelve months: will the next twelve months be better, worse or the same, when it comes to...?:- Your personal job situation",not_forward,"This question asks for citizens' expectations about their personal job situation, not what the EU should do."
"QA2a.7. What are your expectations for the next twelve months: will the next twelve months be better, worse or the same, when it comes to...?:- The economic situation in the EU",opinion_forward,The question asks for citizens' forward-looking opinion about the economic situation in the EU
QA3a. What do you think are the two most important issues facing (OUR COUNTRY) at the moment? (MAX. 2 ANSWERS) ,error,parse_error
"QA4a. And personally, what are the two most important issues you are facing at the moment? (MAX. 2 ANSWERS) ",not_forward,"This question asks for the respondent's personal issues they are facing at the moment, not their opinion on what the EU should do."
QA5. What do you think are the two most important issues facing the EU at the moment? (MAX. 2 ANSWERS) ,opinion_forward,"Citizens express what they think are the most important issues facing the EU, suggesting a forward-looking opinion"
"QA6a.1. How much trust do you have in certain media? For each of the following media, do you tend to trust it or tend not to trust it?:-  The written press",not_forward,"This question asks for citizens' trust in certain media, which is not a forward-looking opinion about what the EU should do."
"QA6a.2. How much trust do you have in certain media? For each of the following media, do you tend to trust it or tend not to trust it?:-  Radio",not_forward,"This question asks for citizens' trust in certain media, which is not a forward-looking opinion about what the EU should do."
"QA6a.3. How much trust do you have in certain media? For each of the following media, do you tend to trust it or tend not to trust it?:-  Television",not_forward,"This question asks for citizens' trust in certain media, which is not a forward-looking opinion about what the EU should do."
"QA6a.4. How much trust do you have in certain media? For each of the following media, do you tend to trust it or tend not to trust it?:- The internet",not_forward,"This question asks for citizens' trust in certain media, which is not a forward-looking opinion about what the EU should do."
"QA6a.5. How much trust do you have in certain media? For each of the following media, do you tend to trust it or tend not to trust it?:-  Online social networks",not_forward,It does not ask for citizens' opinion on what the EU should do.
"QA6b.1. How much trust do you have in certain institutions? For each of the following institutions, do you tend to trust it or tend not to trust it?:-  Political parties",not_forward,"It asks for citizens' trust in existing institutions, not their opinion on what the EU should do."
"QA6b.2. How much trust do you have in certain institutions? For each of the following institutions, do you tend to trust it or tend not to trust it?:-  Justice, the (NATIONALITY) legal system",not_forward,"It asks for citizens' trust in institutions, which is not a forward-looking opinion about what the EU should do."
"QA6b.3. How much trust do you have in certain institutions? For each of the following institutions, do you tend to trust it or tend not to trust it?:-  The police",not_forward,It asks for citizens' trust in an existing institution.
"QA6b.4. How much trust do you have in certain institutions? For each of the following institutions, do you tend to trust it or tend not to trust it?:-  The army",not_forward,"It refers to an existing institution and asks for trust level, not a forward-looking opinion about what the EU should do."
"QA6b.5. How much trust do you have in certain institutions? For each of the following institutions, do you tend to trust it or tend not to trust it?:-  Public administration in (OUR COUNTRY)",not_forward,It asks for citizens' trust in an existing institution.
"QA6b.6. How much trust do you have in certain institutions? For each of the following institutions, do you tend to trust it or tend not to trust it?:-  Regional or local public authorities",not_forward,It asks for citizens' trust in existing institutions
"QA6b.7. How much trust do you have in certain institutions? For each of the following institutions, do you tend to trust it or tend not to trust it?:-  Health and medical staff in (OUR COUNTRY)",not_forward,References an existing policy/program as already in place: 'Health and medical staff in (OUR COUNTRY)'
"QA6b.8. How much trust do you have in certain institutions? For each of the following institutions, do you tend to trust it or tend not to trust it?:-  The (NATIONALITY) Government",error,parse_error
"QA6b.9. How much trust do you have in certain institutions? For each of the following institutions, do you tend to trust it or tend not to trust it?:-  The (NATIONALITY PARLIAMENT) (USE PROPER NAME FOR LOWER HOUSE)",error,parse_error
"QA6b.10. How much trust do you have in certain institutions? For each of the following institutions, do you tend to trust it or tend not to trust it?:-  The European Union",opinion_forward,"The question asks for citizens' forward-looking opinion about the level of trust they have in certain institutions, including the European Union."
"QA6b.11. How much trust do you have in certain institutions? For each of the following institutions, do you tend to trust it or tend not to trust it?:-  The United Nations",not_forward,It asks for citizens' trust in an existing institution.
"QA6b.12. How much trust do you have in certain institutions? For each of the following institutions, do you tend to trust it or tend not to trust it?:-  NATO ",not_forward,"It asks for citizens' trust in an existing institution, not their opinion on what the EU should do."
QA7.1. Have you heard of…?:- The European Parliament,not_forward,"This question asks for awareness of an existing EU institution, not a forward-looking opinion about what the EU should do."
QA7.2. Have you heard of…?:- The European Commission,not_forward,"This question asks for awareness of an existing EU institution, not a forward-looking opinion about what the EU should do."
QA7.3. Have you heard of…?:- The European Central Bank,not_forward,"This question asks for awareness of an existing EU institution, not a forward-looking opinion about what the EU should do."
QA7.4. Have you heard of…?:- The European Council,not_forward,"This question asks for awareness of an EU institution, not a forward-looking opinion about what the EU should do."
QA8.1. And do you tend to trust or tend not to trust these European institutions?:-  The European Parliament,not_forward,"It asks for citizens' trust level towards European institutions, which is not a forward-looking opinion about what the EU should do."
QA8.2. And do you tend to trust or tend not to trust these European institutions?:-  The European Commission,not_forward,It asks for citizens' trust level towards an existing institution
QA8.3. And do you tend to trust or tend not to trust these European institutions?:-  The European Central Bank,not_forward,It is asking for trust levels towards an existing institution
QA8.4. And do you tend to trust or tend not to trust these European institutions?:-  The European Council,not_forward,It asks for citizens' trust level towards an existing European institution.
QA9.1. To what extent do you agree or disagree with each of the following statements?:-  I understand how the EU works,not_forward,It is a factual awareness question about understanding how the EU works.
QA9.2. To what extent do you agree or disagree with each of the following statements?:- (OUR COUNTRY) could better face the future outside the EU,opinion_forward,"The question asks for citizens' opinion about what their country should do in relation to the EU, which is forward-looking."
QA9.3. To what extent do you agree or disagree with each of the following statements?:-  More decisions should be taken at EU level,opinion_forward,"The question asks for citizens' opinion about what decisions should be taken at EU level, which is a forward-looking opinion."
"QA10.1. In general, how satisfied are you with the measures taken to fight the coronavirus pandemic by ….?:-  The (NATIONALITY) government",not_forward,"This question asks for satisfaction with existing measures, not a forward-looking opinion about what the EU should do."
"QA10.2. In general, how satisfied are you with the measures taken to fight the coronavirus pandemic by ….?:-  Regional and local authorities in (OUR COUNTRY) ",not_forward,"It asks for satisfaction with existing measures, not a forward-looking opinion about what should be done."
"QA10.3. In general, how satisfied are you with the measures taken to fight the coronavirus pandemic by ….?:-  The European Union ",not_forward,"It asks for satisfaction with existing measures, not a forward-looking opinion about what the EU should do."
QA11. And what should the European Union now prioritise in its response to the coronavirus pandemic? (MAX. 3 ANSWERS) ,opinion_forward,"The question asks for citizens' opinion about what the EU should prioritize in its response to the coronavirus pandemic, which is a forward-looking opinion."
"QA12. Thinking about EU’s response to the coronavirus pandemic, to what extent do you trust or not the EU to make the right decisions in the future?   ",opinion_forward,The question asks for citizens' forward-looking opinion about what the EU should do in future regarding the coronavirus pandemic
"QA13.1. Thinking about the consequences of the coronavirus pandemic, to what extent do you agree or disagree with the following statements?:-  The coronavirus pandemic has serious financial consequences for you personally ",opinion_forward,The question asks for citizens' forward-looking opinion about the financial consequences of the coronavirus pandemic
"QA13.2. Thinking about the consequences of the coronavirus pandemic, to what extent do you agree or disagree with the following statements?:-  The coronavirus pandemic has serious economic consequences for (OUR COUNTRY) ",opinion_forward,"The question asks for citizens' opinion about the economic consequences of the coronavirus pandemic, which can be considered a forward-looking opinion about what the EU (or their country) should address."
"QA13.3. Thinking about the consequences of the coronavirus pandemic, to what extent do you agree or disagree with the following statements?:-   The EU should be given the means to better deal in the future with crises, such as the coronavirus pandemic ",opinion_forward,"The question asks for citizens' opinion about what the EU should do in the future, which is forward-looking."
QA14. When do you think (OUR COUNTRY)’s economy will recover from the impact of the coronavirus pandemic?   ,not_forward,"The question asks for a prediction about the future state of the economy, not a policy preference."
"QA15. The European Union has designed a recovery plan of 750 billion euros, NextGenerationEU, to support the economy through grants and loans. How effective or not do you think that this measure is to respond to the economic effects of the coronavirus pandemic?   ",opinion_forward,The question asks for citizens' opinion about what the EU SHOULD do in response to the economic effects of the coronavirus pandemic.
"QA16. Thinking about the restriction measures taken by the public authorities in (OUR COUNTRY) to fight the coronavirus and its effects, would you say that they were… ",not_forward,"The question asks for an opinion about existing measures, not what the EU should do in the future."
"QA17. Thinking about the measures taken to fight the coronavirus pandemic, in particular the confinement measures, would you say that it is an experience easy or difficult to cope with? An experience…   ",not_forward,"It asks for an opinion about an experience, not a forward-looking policy preference"
"QA18.1. To what extent do you agree or disagree with each of the following statements?:-COVID-19 vaccines are being developed, tested and authorised too quickly to be safe",opinion_forward,"The question asks for citizens' opinion about the safety of COVID-19 vaccines, which can be considered a forward-looking opinion about what they should be."
QA18.2. To what extent do you agree or disagree with each of the following statements?:- COVID-19 vaccines could have long term side-effects that we do not know yet,opinion_forward,"The question asks for citizens' opinion about potential long-term side effects of COVID-19 vaccines, which is a forward-looking opinion."
QA18.3. To what extent do you agree or disagree with each of the following statements?:- A vaccine is the only way to end the pandemic,opinion_forward,"The question asks for citizens' opinion about what should be done to end the pandemic, specifically through a vaccine"
QA18.4. To what extent do you agree or disagree with each of the following statements?:- The European Union is playing a key role in ensuring that we can have access to COVID-19 vaccines in (OUR COUNTRY),opinion_forward,"The question asks for citizens' opinion about the role of the EU in ensuring access to COVID-19 vaccines, which is a forward-looking policy preference."
QA18.5. To what extent do you agree or disagree with each of the following statements?:- You do not understand why people are reluctant to get vaccinated,opinion_forward,"The question asks for citizens' opinion on a matter, which could influence future actions, but does not explicitly state what the EU should do."
"QA19. If a vaccine against COVID-19 (coronavirus) is authorised by public authorities and available for you, when would you like to get vaccinated?",opinion_forward,"The question asks for citizens' opinion about when they would like to get vaccinated, which is a forward-looking opinion about what the EU (or national authorities) should do regarding vaccine distribution."
"QA19.2. If a vaccine against COVID-19 (coronavirus) is authorised by public authorities and available for you, when would you like to get vaccinated?",opinion_forward,"The question asks for citizens' opinion about when they would like to get vaccinated, which is a forward-looking opinion about what the EU (or national authorities) should do regarding vaccine distribution."
"QA20. Among the following sources, which ones would you trust more to give you reliable information on COVID-19 vaccines? (MULTIPLE ANSWERS POSSIBLE)",error,parse_error
QB1.1. To what extent do you agree or disagree with each of the following statements.:- The interests of (OUR COUNTRY) are well taken into account in the EU,opinion_forward,"The question asks for citizens' opinion about the EU taking into account the interests of their country, which is a forward-looking opinion."
QB1.2. To what extent do you agree or disagree with each of the following statements.:-  EU citizens’ voice should be more taken into account for decisions relating to the future of Europe,opinion_forward,The question asks for citizens' opinion about what the EU should do in the future.
"QB1.3. To what extent do you agree or disagree with each of the following statements.:-  All EU Member States should respect the core values of the EU, such as fundamental rights and democracy",opinion_forward,"The question asks for citizens' opinion about what the EU should do (respect core values), which is forward-looking."
"QB2.1. Could you please tell for each of the following, whether the term brings to mind something very positive, fairly positive, fairly negative or very negative?:-Free trade",error,parse_error
"QB2.2. Could you please tell for each of the following, whether the term brings to mind something very positive, fairly positive, fairly negative or very negative?:-Globalisation",error,parse_error
"QB2.3. Could you please tell for each of the following, whether the term brings to mind something very positive, fairly positive, fairly negative or very negative?:- Protectionism",not_forward,"This question asks for respondents' perception of a term, not their opinion on what the EU should do."
"QB2.4. Could you please tell for each of the following, whether the term brings to mind something very positive, fairly positive, fairly negative or very negative?:-  The digital transformation of the economy and society ",error,parse_error
"QB3.1. What is your opinion on each of the following statements? Please tell for each statement, whether you are for it or against it.  :- A European economic and monetary union with one single currency, the euro",opinion_forward,"The question asks for citizens' opinion on a potential future policy: 'A European economic and monetary union with one single currency, the euro'."
