question_en,file_name,vote_id,summary,similarity_score,match_id,pair_valid,pair_explanation,question_type,question_type_explanation,vote_type,vote_type_explanation,survey_date,vote_date,survey_before_vote
QA3 To what extent do you agree or disagree with the following statement: the Common Agricultural Policy (CAP) benefits all European citizens and not only farmers. (ONE ANSWER ONLY),,110249,"The European Parliament adopted by 459 votes to 145 with 66 abstentions, a non-legislative resolution on the draft Council decision on the draft Council decision on the conclusion of the Agreement between the United States of America and the European Union on the allocation to the United States of a share in the tariff rate quota for high quality beef referred to in the revised memorandum of understanding regarding the importation of beef from animals not treated with certain growth-promoting hormones and increased duties applied by the United States to certain products of the European Union (2014).
Parliament welcomed this agreement with the US on the allocation of a share in the TRQ for high-quality beef as a solution to a longstanding…",0.5062329769134521,22557d76020570656f6afb4333c9a3fe75193d29cbb92053baa54310edf5285e,False,"The survey question is about the benefits of the Common Agricultural Policy to all European citizens, while the vote is specifically about a beef trade agreement with the US and increased duties on certain EU products.",opinion_forward,"The question asks for citizens' opinion about what the EU SHOULD do, specifically regarding the Common Agricultural Policy (CAP).",substantive,This vote concerns a policy decision on the agreement between the US and EU regarding beef trade quotas,,2019-11-28 11:44:00,False
"QA17.5 For each of these values, please tell me if they are best embodied by the EU, by other countries (or groups of countries) in the world or by both?:-Freedom of opinion",,134347,"Erosion of EU values jeopardises the European Union as a whole
Commission’s approach welcomed, but needs various improvements
Need for a comprehensive mechanism with specific recommendations for future annual reports",0.5062013268470764,c1b0072a04b2b72c65578451d1de9ef0467340abc580ea1474ca09c93b2769de,False,"The survey question asks about 'Freedom of opinion', while the vote is about the erosion of EU values as a whole, which is not directly related to freedom of opinion.",opinion_forward,"The question asks for citizens' opinion about what values are best embodied by the EU, which is a forward-looking opinion.",substantive,Discusses a policy issue and suggests improvements,,2021-06-24 16:51:00,False
QA5.4 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Securing a stable supply of food in the EU,,126265,"The European Parliament adopted by 489 votes to 185, with 22 abstentions, a resolution objecting to the draft Commission implementing decision renewing the authorisation for the placing on the market of products containing, consisting of or produced from genetically modified maize MIR604 (SYN-IR6Ø4-5) pursuant to Regulation (EC) No 1829/2003 of the European Parliament and of the Council.
The application for renewal of the marketing authorisation was submitted to the Commission on July 26, 2018 by Syngenta Crop Protection NV/SA, on behalf of Syngenta Crop Protection AG. On 25 September 2019, the European Food Safety Authority (EFSA) adopted a favourable opinion on the application…",0.5058319568634033,c42fae2bc9921b7cb6d412666971c4153361deeaa4a03f6b2fdb787ce30369e4,False,"The survey question is about the role of the Common Agricultural Policy (CAP) in securing a stable supply of food in the EU, while the vote is specifically about the authorization of genetically modified maize MIR604 (SYN-IR6Ø4-5), which is a more specific and different issue within agriculture.",opinion_forward,"The question asks for citizens' opinion about what the EU SHOULD do through the Common Agricultural Policy (CAP), specifically regarding securing a stable supply of food in the EU.",substantive,This vote is on a substantive policy action related to the authorization of genetically modified maize MIR604 (SYN-IR6Ø4-5) in the European Union,,2020-12-17 11:57:00,False
"QD2.3. For each of the following statements, please tell to what extent it corresponds or not to your own opinion. :-You would like to know more about your rights as a citizen of the EU",,122256,"The European Parliament adopted by 566 votes to 45, with 80 abstentions, a resolution on the Digital Services Act and fundamental rights issues posed.
Members stressed that fundamental rights, such as the protection of privacy and personal data, the principle of non-discrimination, as well as freedom of expression and information, need to be ingrained at the core of a successful and durable EU policy on digital services.
Parliament urged the Commission to adopt a tailored regulatory approach in addressing the differences that still persist between online and offline worlds and the challenges raised by the diversity of actors and services offered online. It considered it essential to apply different regulatory approaches to illegal and legal…",0.5058026909828186,84f11c0bd136a8701f6e17a111058415381ad2295bf5a1e1f8fe84a153289c68,False,"The survey question asks about knowing more about rights as a citizen of the EU, while the vote is about the Digital Services Act and fundamental rights issues posed. Although they are related, the specific topic in the survey (knowing more about rights) does not directly map to a yes/no position on this vote.",opinion_forward,"The question asks for citizens' opinion about what they would like to know more about, which is a forward-looking opinion.",substantive,The vote is on a substantive policy action related to the Digital Services Act and fundamental rights issues.,,2020-10-20 22:19:00,False
"QB2.3. What is your opinion on each of the following statements? Please tell for each statement, whether you are for it or against it. :-The EU’s common trade policy",,131782,"The European Parliament adopted by 344 votes to 311, with 28 abstentions, a resolution on the adequate protection of personal data by the United Kingdom.
The UK has always been an important trading partner for many EU Member States and a close security ally. Members believe that the EU and the UK should continue this close cooperation despite the UK's withdrawal from the EU.
An adequacy decision concerning the UK under the General Data Protection Regulation (GDPR) is therefore of the utmost importance. Failure to adopt a robust adequacy framework could lead to disruptions in cross-border trade transfers of personal data between the EU and the UK and high compliance costs…",0.5053839683532715,c97aed90f5b0d4de4e41b79e6556077dc6ee10d9a40ea74ab4b9464bc5f1a854,False,"The survey question is about the EU's common trade policy, while the vote is about data protection between the EU and UK, not directly related to trade policy.",opinion_forward,"The question asks for citizens' opinion on what the EU should do (common trade policy), which is forward-looking.",substantive,This vote is on a substantive policy action related to the protection of personal data between EU and UK,,2021-05-21 12:06:00,False
QE3.4. Please tell to what extent you agree or disagree with each of the following statements. :-Co-operation in defence matters at EU level should be increased,,129463,"The European Parliament adopted by 470 votes to 96, with 121 abstentions, a resolution on the implementation of Directive 2009/81/EC concerning procurement in the fields of defence and security, and of Directive 2009/43/EC, concerning the transfer of defence-related products.
The Defence Package directives are needed to further develop a common European security and defence culture, based on the Union's shared values and objectives. However, progress is still needed to fully achieve the objectives of these directives: in addition to the usual hurdles to market entry, such as geographical distance, language barriers and lack of knowledge of cross-border markets, SMEs in the defence sector face major difficulties in participating in public…",0.5052062273025513,0e9fa96b8f46d1e27e77dfa8f14e9d84c3ba2604fea97ec740b1a7cac45e8507,False,"The survey question is about increasing cooperation in defence matters at EU level, while the vote is about the implementation of directives related to procurement and transfer of defence-related products, not directly addressing the increase of cooperation.",opinion_forward,"The question asks for citizens' opinion about what the EU should do in the future, specifically increasing cooperation in defense matters at EU level.",substantive,"This vote is on the implementation of Directives related to defense and security procurement, which is a real policy decision citizens might care about.",,2021-03-25 18:27:00,False
"Q11 Generally speaking, are you personally more in favour or against the idea of introducing the euro in (THIS COUNTRY)? | Base: All",,134347,"Erosion of EU values jeopardises the European Union as a whole
Commission’s approach welcomed, but needs various improvements
Need for a comprehensive mechanism with specific recommendations for future annual reports",0.5049445629119873,bba2a0feded57081d19232320f79fcb42ba7546f0038098c380ec283718708f7,False,"The survey question is about introducing the euro in a specific country, while the vote is about erosion of EU values and improvements to the Commission's approach, which does not directly match the topic of the Euro introduction in a specific country.",opinion_forward,"The question asks for citizens' opinion about introducing the euro in a specific country, which is a forward-looking policy preference.",substantive,Discusses a policy issue and suggests improvements,,2021-06-24 16:51:00,False
SD19a.3. To what extent do you agree or disagree with each of the following statements? :-The EU's voice counts in the world,,111134,"The European Parliament adopted by 454 votes to 148, with 102 abstentions, a resolution on the implementation of the common foreign and security policy (CFSP) - annual report.
In a context where the EU’s strategic environment is deteriorating, Parliament stressed that no single Member State is capable on its own of tackling any of the challenges facing the European continent today: armed conflicts on the eastern and southern borders of the European continent, terrorism - and in particular jihadism, cyber-attacks, foreign interference in European electoral processes, challenges to arms non-proliferation agreements, an increase in forced displacements and uncontrolled migration flows, tensions over Member States' energy supplies and climate…",0.5049176812171936,076880337cc95d38734713df9f7159676b9e73e4432c22eb9e2bc047195bbcf0,False,"The survey question is about the EU's influence in the world in general, while the vote is specifically about the implementation of the common foreign and security policy (CFSP) - annual report.",opinion_forward,"The question asks for citizens' opinion about what the EU SHOULD be, in terms of its influence in the world.",substantive,"The vote is on a resolution related to the implementation of the common foreign and security policy, which involves concrete policy measures regarding European continent's challenges.",,2020-01-15 13:15:00,False
Q12_3 The sale of drugs such as cannabis and cocaine are officially banned in all EU Member States. Do you think the following substances should continue to be banned or should they be regulated? MDMA (ecstasy) | Base: All,,108840,"The European Parliament adopted by 402 votes to 222, with 39 abstentions, a resolution on Commission Implementing Regulation (EU) 2019/707 amending Implementing Regulation (EU) No 540/2011 as regards the extension of the approval periods of the active substances alphacypermethrin, beflubutamid, benalaxyl, benthiavalicarb, bifenazate, boscalid, bromoxynil, captan, cyazofamid, desmedipham, dimethoate, dimethomorph, diuron, ethephon, etoxazole, famoxadone, fenamiphos, flumioxazine, fluoxastrobin, folpet, foramsulfuron, formetanate, metalaxyl-m, methiocarb, metribuzin, milbemectin, Paecilomyces lilacinus strain 251, phenmedipham, phosmet, pirimiphos-methyl, propamocarb, prothioconazole, s-metolachlor and tebuconazole…",0.5041574835777283,b058f5f9fad9b7e197bbe2506085c570f34fd59958fad1aa6c895aa0fb623040,False,"The survey question is about regulating specific substances like MDMA (ecstasy), while the vote is about extending the approval periods of various pesticides and other chemicals, not including MDMA.",opinion_forward,"The question asks for citizens' opinion on what the EU should do about regulating certain substances, making it a forward-looking opinion.",substantive,"This vote is on a Commission Implementing Regulation amendment related to the approval periods of various active substances, which is a substantive policy action.",,2019-10-10 11:41:00,False
SD19a.3. To what extent do you agree or disagree with each of the following statements. :-The EU's voice counts in the world,,118191,"The European Parliament adopted by 521 votes to 152, with 21 abstentions, a resolution on the establishment of an EU Mechanism on Democracy, the Rule of Law and Fundamental Rights.
Members recalled that the last decade has been marked by blatant attacks on the Union's values. The rights of vulnerable groups, such as women, people with disabilities, Roma, LGBTI people and the elderly, as well as minority rights are still not fully respected in some Member States.
In the face of an unprecedented and growing crisis regarding its founding values, which threatens the long-term survival of the EU as a democratic peace project, Parliament expressed its deep concern about the rise and entrenchment of autocratic and illiberal tendencies, which are…",0.5040590167045593,7c5d3a4826195bbc511df3d4e215c2985358dde1e2c855ddc61be77cc8411473,False,"The survey question is about the EU's voice in the world, while the vote is about establishing an EU Mechanism on Democracy, Rule of Law and Fundamental Rights. Although they are related topics, the specific focus of the vote is different from the broad sentiment expressed in the survey question.",opinion_forward,"The question asks for citizens' opinion about what the EU SHOULD be, in terms of its influence in the world.",substantive,"The vote is on a resolution addressing EU values and rights, which citizens would care about.",,2020-10-07 13:23:00,False
Q12_1 The sale of drugs such as cannabis and cocaine are officially banned in all EU Member States. Do you think the following substances should continue to be banned or should they be regulated? Cannabis | Base: All,,108840,"The European Parliament adopted by 402 votes to 222, with 39 abstentions, a resolution on Commission Implementing Regulation (EU) 2019/707 amending Implementing Regulation (EU) No 540/2011 as regards the extension of the approval periods of the active substances alphacypermethrin, beflubutamid, benalaxyl, benthiavalicarb, bifenazate, boscalid, bromoxynil, captan, cyazofamid, desmedipham, dimethoate, dimethomorph, diuron, ethephon, etoxazole, famoxadone, fenamiphos, flumioxazine, fluoxastrobin, folpet, foramsulfuron, formetanate, metalaxyl-m, methiocarb, metribuzin, milbemectin, Paecilomyces lilacinus strain 251, phenmedipham, phosmet, pirimiphos-methyl, propamocarb, prothioconazole, s-metolachlor and tebuconazole…",0.5040149092674255,1d31997ade87a8d2327297ec087adbb80a4255f3df25dd6a8a5aa65bdea767b6,False,"The survey question is about regulating specific substances such as cannabis and cocaine, while the vote is about amending a regulation for a list of various pesticides and other substances, not including cannabis or cocaine.",opinion_forward,The question asks for citizens' opinion about what the EU should do regarding the regulation of certain substances.,substantive,"This vote is on a Commission Implementing Regulation amendment related to the approval periods of various active substances, which is a substantive policy action.",,2019-10-10 11:41:00,False
QE3.5. Please tell to what extent you agree or disagree with each of the following statements. :-More money should be spent on defence in the EU,,129463,"The European Parliament adopted by 470 votes to 96, with 121 abstentions, a resolution on the implementation of Directive 2009/81/EC concerning procurement in the fields of defence and security, and of Directive 2009/43/EC, concerning the transfer of defence-related products.
The Defence Package directives are needed to further develop a common European security and defence culture, based on the Union's shared values and objectives. However, progress is still needed to fully achieve the objectives of these directives: in addition to the usual hurdles to market entry, such as geographical distance, language barriers and lack of knowledge of cross-border markets, SMEs in the defence sector face major difficulties in participating in public…",0.5040039420127869,27cc9671487539f55213d1d85444f587d2c4ed86976c8a0dfa2e21f3f0bb02ff,False,"The survey asks about spending more money on defence in the EU, while the vote is about implementing directives concerning procurement and transfer of defence-related products, not directly addressing the question of increasing defence spending.",opinion_forward,The question asks for citizens' opinion about what the EU should do in terms of defense spending.,substantive,"This vote is on the implementation of Directives related to defense and security procurement, which is a real policy decision citizens might care about.",,2021-03-25 18:27:00,False
QA5. What do you think are the two most important issues facing the EU at the moment? (MAX. 2 ANSWERS),,126257,"The European Parliament adopted by 543 votes to 64, with 82 abstentions, a resolution tabled by the Committee on Civil Liberties, Justice and Home Affairs on the EU Security Union Strategy.
Parliament welcomed the publication of the new EU Strategy for Security Union and stressed the need for monitoring of the existing regulatory framework in the form of legislative and non-legislative initiatives where shortcomings have been identified. Any new legislative proposal should be subject to an impact assessment, in particular as regards the impact on fundamental rights and the risks of discrimination.
While calling on the Commission to ensure the full and swift implementation of the EU Counter-Terrorism Directive 2017/541 in all Member States,…",0.5038475394248962,fc56784c0c2c4775fe44dab5225c17ba6635bd640ad5f1afb90542acdf8c71bd,False,"The survey question asks for the two most important issues facing the EU at the moment, while the vote is about the EU Security Union Strategy, which is a specific aspect of security within the EU, not necessarily the most important issue.",opinion_forward,"Citizens express what they think are the most important issues facing the EU, suggesting a forward-looking opinion",substantive,The vote is on a substantive policy action related to the EU Security Union Strategy and counter-terrorism directive.,,2020-12-17 15:44:00,False
QA5. What do you think are the two most important issues facing the EU at the moment? (MAX. 2 ANSWERS) ,,126257,"The European Parliament adopted by 543 votes to 64, with 82 abstentions, a resolution tabled by the Committee on Civil Liberties, Justice and Home Affairs on the EU Security Union Strategy.
Parliament welcomed the publication of the new EU Strategy for Security Union and stressed the need for monitoring of the existing regulatory framework in the form of legislative and non-legislative initiatives where shortcomings have been identified. Any new legislative proposal should be subject to an impact assessment, in particular as regards the impact on fundamental rights and the risks of discrimination.
While calling on the Commission to ensure the full and swift implementation of the EU Counter-Terrorism Directive 2017/541 in all Member States,…",0.5038475394248962,de0638088a63026a61e6169bfb2673dc1553298f2b9ae29376fd4fd5ea760c18,False,"The survey question asks for the two most important issues facing the EU at the moment, while the vote is about the EU Security Union Strategy, which is a specific aspect of security within the EU, not necessarily the most important issue.",opinion_forward,"Citizens express what they think are the most important issues facing the EU, suggesting a forward-looking opinion",substantive,The vote is on a substantive policy action related to the EU Security Union Strategy and counter-terrorism directive.,,2020-12-17 15:44:00,False
QA5.3 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Ensuring reasonable food prices for consumers,,124015,"More support for those who apply climate- and environmentally-friendly practices
Annual direct payments capped at €100 000, more support for SMEs
Tailor-made measures to help farmers deal with crises
Higher sanctions when someone repeatedly infringes rules, e.g. on environment or animal welfare",0.5036295652389526,7513be5ad803b8fcbadcbbc650d3a26092149c0ea42690c2a97f8435afd7c510,False,"The survey asks about ensuring reasonable food prices for consumers, while the vote focuses on climate- and environmentally-friendly practices, capping payments, support for SMEs, tailor-made measures for crises, and higher sanctions for rule infringements. These are different specific topics than the one asked in the survey.",opinion_forward,"The question asks for citizens' opinion about what the EU SHOULD do through the Common Agricultural Policy (CAP), specifically ensuring reasonable food prices for consumers.",substantive,"This vote concerns climate- and environmentally-friendly practices, SME support, crisis management for farmers, and increased sanctions for rule infringements.",,2020-10-23 16:26:00,False
QA5.3 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Ensuring reasonable food prices for consumers,,124019,"More support for those who apply climate- and environmentally-friendly practices
Annual direct payments capped at €100 000, more support for SMEs
Tailor-made measures to help farmers deal with crises
Higher sanctions when someone repeatedly infringes rules, e.g. on environment or animal welfare",0.5036295652389526,7579268059e302b8922214a6222ed6daf5d7c428470862d3c2876a657aba6262,False,"The survey asks about ensuring reasonable food prices for consumers, while the vote focuses on climate- and environmentally-friendly practices, capping payments, support for SMEs, tailor-made measures for crises, and higher sanctions for rule infringements. These are different specific topics than the one asked in the survey.",opinion_forward,"The question asks for citizens' opinion about what the EU SHOULD do through the Common Agricultural Policy (CAP), specifically ensuring reasonable food prices for consumers.",substantive,"This vote concerns climate- and environmentally-friendly practices, SME support, crisis management for farmers, and increased sanctions for rule infringements.",,2020-10-23 16:26:00,False
"QA14.6 Do you agree or not with the following statements related to food products coming from « organic » agriculture...? (ONE ANSWER ONLY):-They comply with specific rules on pesticides, fertilisers, and antibiotics",,109842,"The European Parliament adopted by 448 votes to 189, with 28 abstentions, a resolution objecting to the draft Commission implementing decision renewing the authorisation for the placing on the market of products containing, consisting of or produced from genetically modified cotton LLCotton25 (ACS-GHØØ1-3) pursuant to Regulation (EC) No 1829/2003 of the European Parliament and of the Council.
Commission Decision 2008/837/EC authorised the placing on the market of food and feed containing, consisting of, or produced from genetically modified cotton LLCotton25. On 2 October 2017, the initial authorisation holder, Bayer CropScience AG, submitted to the Commission an application for the renewal of that authorisation…",0.5035259127616882,b20ce874892a194accdaf4604dcaad16f9165fe0fcd6fd867850dce70e57eefb,False,"The survey question is about organic agriculture and specific rules on pesticides, fertilisers, and antibiotics. The vote is about the renewal of authorisation for genetically modified cotton, which is not directly related to organic agriculture or the specific rules mentioned in the survey.",opinion_forward,"The question asks for citizens' opinion about what the EU SHOULD do regarding food products from organic agriculture, specifically related to rules on pesticides, fertilisers, and antibiotics.",substantive,This vote is on a substantive policy action related to the authorization of genetically modified cotton,,2019-11-14 11:43:00,False
"QA17.2 For each of these values, please tell me if they are best embodied by the EU, by other countries (or groups of countries) in the world or by both?:-Social equality and solidarity",,126258,"The European Parliament adopted by 505 votes to 146, with 37 abstentions, a resolution on the need for a dedicated Council configuration on gender equality.
The resolution was tabled by the EPP, S&D, Renew, Greens/EFA and GUE/NGL groups.
Parliament recalled that gender equality is a fundamental value and a key objective of the European Union and that an intersectional horizontal perspective is essential in order to recognise and address the multiple threats of discrimination based on gender and gender identity.
According to the Gender Equality Index 2020 of the European Institute for Gender Equality (EIGE), no EU country has yet fully achieved equality between women and men. EU progress on gender equality is still slow, with the index score…",0.5033478736877441,42e65e947380e87836efda11c699b4b8dc945009b53f4d5cf6c95303fa48689b,False,"The survey question asks about social equality and solidarity in general, while the vote is specifically about gender equality.",opinion_forward,"The question asks for citizens' opinion about which entity embodies social equality and solidarity the most, suggesting a forward-looking policy preference.",substantive,The vote is on a substantive policy action related to gender equality.,,2020-12-17 15:44:00,False
QE3.13. Please tell to what extent you agree or disagree with each of the following statements. :-EU Member States should jointly buy energy from other countries to get a better price,,116296,"Legislation on Trans-European Energy networks to be revised this year
MEPs give early input on upcoming proposal
Vote follows plenary debate on 4th list of Projects of Common Interest (PCI)",0.503192126750946,7aafb69660a515c4f22ffb6747d79da705faf11339a4f22850692f619f372f02,False,"The survey asks about joint energy purchasing to get a better price, while the vote is about revising Trans-European Energy networks and Projects of Common Interest, which is too broad and not directly related to the specific topic of joint energy purchasing.",opinion_forward,The question asks for citizens' opinion about what the EU should do in the future,substantive,This vote is related to a policy decision on Trans-European Energy networks,,2020-07-10 12:22:00,False
QA4.3 Please tell me to what extent you agree or disagree with each of the following statements.:-There is still work to be done to protect democracy in the EU (N),,122256,"The European Parliament adopted by 566 votes to 45, with 80 abstentions, a resolution on the Digital Services Act and fundamental rights issues posed.
Members stressed that fundamental rights, such as the protection of privacy and personal data, the principle of non-discrimination, as well as freedom of expression and information, need to be ingrained at the core of a successful and durable EU policy on digital services.
Parliament urged the Commission to adopt a tailored regulatory approach in addressing the differences that still persist between online and offline worlds and the challenges raised by the diversity of actors and services offered online. It considered it essential to apply different regulatory approaches to illegal and legal…",0.5030893683433533,e1ef893470dc39fce7a1affa44a7f051881be95fa0ff7dbec71fa6de54521b1d,False,"The survey question is about protecting democracy in the EU, while the vote is about the Digital Services Act and fundamental rights issues posed. Although they share a common domain (digital services), the specific topic does not match.",opinion_forward,The question asks for citizens' opinion about what SHOULD be done to protect democracy in the EU,substantive,The vote is on a substantive policy action related to the Digital Services Act and fundamental rights issues.,,2020-10-20 22:19:00,False
"QB2.7. What is your opinion on each of the following statements? Please tell for each statement, whether you are for it or against it. :-The free movement of EU citizens who can live, work, study and do business anywhere in the EU",,127023,"The European Parliament adopted by 462 votes to 120, with 108 abstentions, a resolution on strengthening the single market: the future of free movement of services.
The services sector accounts for around 70% of the EU’s GDP and a similar proportion of its employment. A better functioning internal market for services is therefore a crucial necessity for a more competitive and innovative European economy. Studies show that the potential gains associated with deepening the single market for services through the effective implementation and better harmonisation of legislation could potentially be up to EUR 297 billion, corresponding to 2 % of the EU’s GDP.
Parliament underlined that promoting the single market, including the free, fair and safe…",0.5030308365821838,ea7d2ea2af0c7ce9544a7299c08898b6c6de40cdd339363fa21a26bbddc9dc42,True,"The survey asks about the free movement of EU citizens for work, study, and business, which matches the topic of the vote on strengthening the single market for services.",opinion_forward,"The question asks for citizens' opinion on what the EU should do (free movement of EU citizens), which is a forward-looking policy preference.",substantive,This vote is on a substantive policy action related to strengthening the single market for services.,,2021-01-20 15:34:00,False
"QA10a In your opinion, what are the main assets of the EU? Firstly?",,129467,"The European Parliament adopted by 462 votes to 80, with 145 abstentions, a resolution on the general guidelines for the preparation of the 2022 budget, Section III - Commission.
Parliament wants to set up a recovery budget in 2022 after the COVID-19 crisis that will allow the EU to boost investment and tackle unemployment, foster the digital and green transition, focus on a strong European Health Union, promote an inclusive recovery, focusing in particular on the younger generation, and ensure a safe and prosperous environment for EU citizens.
Concerned by the severe and long-lasting consequences of the crisis on SMEs, Members intend to secure sufficient funding for them through various EU programmes. They called…",0.502958357334137,a73d790e7e08fe43cb093558ac52b9f923b003c4aab509f35d39ad7f6c1286a7,False,"The survey question asks about the main assets of the EU, while the vote is about the general guidelines for the preparation of the 2022 budget, which includes several topics but does not directly match the specific asset question.",opinion_forward,"The question asks for citizens' opinion about the main assets of the EU, which is a forward-looking opinion.",substantive,The vote is on a substantive policy action related to the preparation of the 2022 EU budget and recovery measures after the COVID-19 crisis,,2021-03-25 18:27:00,False
Q8_3 Do you think that the euro...? Has made it easier to do business in different EU countries | Base: All,,108838,"Inequalities between EU countries, regions and population groups still persist
Social and economic goals need to be on an equal footing
Call for EU minimum wage and better protection of digital platform workers",0.5028652548789978,8dc497a57b15cde5e8dbdd9d5ad783d61f347e0535ac399aaf6d0c9571e4aac6,False,"The survey question is about the ease of doing business in different EU countries, while the vote summary discusses inequalities and social/economic goals, but does not directly address the specific topic of making it easier to do business.",opinion_forward,"The question asks for citizens' opinion about the impact of the euro on doing business in different EU countries, which can be considered a forward-looking opinion.",substantive,"This vote concerns social and economic goals, including EU minimum wage and digital platform workers' protection.",,2019-10-10 11:54:00,False
QA6.2 To what extent do you agree or disagree with the following statements about the Conference on the Future of Europe:-The Conference would represent significant progress for democracy within the EU,,129473,"The European Parliament adopted by 581 votes to 61, with 45 abstentions, a resolution on the Commission's 2019-2020 reports on Albania.
Members welcomed Albania's clear strategic orientation towards EU integration and expressed their support for the formal launch of accession negotiations once the conditions set by the European Council are met. Albania has been a candidate country since 2014 and since 2018 the Commission has been recommending the opening of accession negotiations.
Parliament believes that the Conference on the Future of Europe should involve representatives from Albania and the other Western Balkan countries, both at government and civil society level, including young people…",0.5026357173919678,c8b1f27c2a7553fca2c5ed52cc88cf11aea65e7f3665a9b58ccd12d8f7e7b724,False,"The survey question is about the Conference on the Future of Europe, while the vote is about Albania's EU integration and the opening of accession negotiations. They are related but not directly matching the specific topic.",opinion_forward,The question asks for citizens' opinion about what the Conference on the Future of Europe SHOULD represent for democracy within the EU.,substantive,This vote is on a substantive policy action related to EU integration with Albania,,2021-03-25 18:27:00,False
QE2.2. The EU has taken a series of actions as a response to Russia's invasion of Ukraine. To what extent you agree or disagree with each of these actions taken. :-Banning state-owned media such as Sputnik and Russia Today from broadcasting in the EU,,125366,"Media freedom in Europe has declined
MEPs deplore harassment and attacks on journalists, particularly from politicians
EU Commission must regularly assess government interference and transparency of ownership structures
No EU funds for government-controlled media or political propaganda",0.5024219155311584,a38e15f4ee9ae01aa4b1ded9fa3c40368237faa748ddc83d09ccc76f7167558b,False,"The survey question asks about banning specific state-owned media from broadcasting in the EU, while the vote summary discusses media freedom and government interference, but does not explicitly mention a ban on Sputnik and Russia Today.",opinion_forward,The question asks for citizens' opinion on what the EU SHOULD do in response to Russia's invasion of Ukraine.,substantive,This vote concerns a real policy decision about media freedom in Europe,,,False
"QB6.7. What is your opinion on each of the following statements? Please tell for each statement, whether you are for it or against it. :-The free movement of EU citizens who can live, work, study and do business anywhere in the EU",,127023,"The European Parliament adopted by 462 votes to 120, with 108 abstentions, a resolution on strengthening the single market: the future of free movement of services.
The services sector accounts for around 70% of the EU’s GDP and a similar proportion of its employment. A better functioning internal market for services is therefore a crucial necessity for a more competitive and innovative European economy. Studies show that the potential gains associated with deepening the single market for services through the effective implementation and better harmonisation of legislation could potentially be up to EUR 297 billion, corresponding to 2 % of the EU’s GDP.
Parliament underlined that promoting the single market, including the free, fair and safe…",0.5023658871650696,013c40b12da0c5a52385565d70694953e22ccb585daf2060d4ba2830f6bd5462,True,"The survey asks about the free movement of EU citizens for work, study, and business, which matches the topic of the vote on strengthening the single market for services.",opinion_forward,"The question asks for citizens' opinion on what the EU should do (free movement of EU citizens), which is a forward-looking policy preference.",substantive,This vote is on a substantive policy action related to strengthening the single market for services.,,2021-01-20 15:34:00,False
QA6.2 To what extent do you agree or disagree with the following statements about the Conference on the Future of Europe:-The Conference would represent significant progress for democracy within the EU,,108873,"The European Parliament adopted by 426 votes to 163, with 67 abstentions, a resolution on the 2021-2027 multiannual financial framework and own resources: time to meet citizens' expectations.
Parliament expressed its determination to secure a strong and credible MFF that will enable the EU to respond to important challenges effectively and attain its political objectives over the next seven-year period.
Members stressed that for almost a year now, Parliament has been ready to start negotiations on all aspects of the MFF and the own resources package, while the Council has still not agreed to open a real constructive dialogue.
The 2019 European elections conferred renewed legitimacy on Parliament’s position and role in this process. Members…",0.5022964477539062,d9fca054ad4fdd9b89d3d503d14b3a6f6fdecc44a2f816b355a463e787287a6d,False,"The survey question is about the Conference on the Future of Europe representing significant progress for democracy within the EU, while the vote is about the Multiannual Financial Framework and own resources, which are not directly related to the conference's impact on democracy.",opinion_forward,The question asks for citizens' opinion about what the Conference on the Future of Europe SHOULD represent for democracy within the EU.,substantive,This vote is on a substantive policy action related to the European Union's multiannual financial framework and own resources.,,2019-10-10 11:52:00,False
QA8a How would you like to contribute to the activities of the Conference on the Future of Europe? Firstly?,,135103,"The European Parliament adopted by 634 votes to 5, with 57 abstentions, a resolution on a new ERA for Research and Innovation.
The completion of the European Research Area (ERA) by achieving the free movement of researchers and free circulation of scientific knowledge and technology is a key priority for the European Union. The ERA should contribute to the EU’s multiple strategies and international commitments, such as the SME and Digital Strategies, the European Green Deal and the UN Sustainable Development Goals.
Parliament welcomed the Commission communication on a new ERA for Research and Innovation (R&I) setting out the strategic objectives and actions to be implemented in close cooperation with the Member States, in order to prioritise…",0.5022779107093811,2b08d3302266929701a32f826a2306cdbd068af6679fc283ca42dec5823880f8,False,"The survey question is about contributing to the activities of the Conference on the Future of Europe, while the vote is about a new ERA for Research and Innovation, which is not directly related.",opinion_forward,"The question asks for citizens' opinion on how they would like to contribute to the activities of the Conference on the Future of Europe, which is a forward-looking opinion about what the EU should do.",substantive,The vote is on a substantive policy action related to the European Research Area and Innovation.,,,False
