question_text,vote_summary,vote_id,similarity_score,sample_type,llm_score,llm_label,llm_explanation,llm_scores,llm_flagged
"QB5. In your opinion, which of the following objectives should be given top priority in a European Green Deal, a set of measures to protect the environment and fight climate change? (MAX. 4 ANSWERS)","The European Parliament adopted by 550 votes to 80, with 59 abstentions, a resolution on the EU strategy on adaptation to climate change.
According to estimates by the European Environment Agency (EEA), extreme weather and climate events accounted for EUR 426 billion in monetary terms in the EU-28 over the period 1980-2017. Damage costs from climate change are expected to be high, even if the Paris Agreement is implemented. Only an ambitious global mitigation policy can significantly reduce climate change and its consequences.
The resolution called for a improved focus and increased attention to adaptation in its new strategy. The strategy should be an integral part of the European Green Deal and an opportunity for the EU to take the global…",126261,0.6194539666175842,positive,0.6,retrospective,"The survey question asks about priorities in the European Green Deal, but the vote is about a resolution on the EU strategy on adaptation to climate change, which implies that the policy has already been decided upon.",[0.6],False
"Q6_3 How much do you agree or disagree with each of the following statements? The EU should take measures to increase energy efficiency of buildings, transport, and goods","The European Parliament adopted by 469 votes to 93, with 82 abstentions, amendments to the proposal for a Directive of the European Parliament and of the Council on energy efficiency (recast).
The matter was referred back to the committee responsible for inter-institutional negotiations.
The main amendments adopted in plenary are as follows
This Directive establishes a common framework of measures to promote energy efficiency within the Union in order to ensure that the binding Union's target on energy efficiency is met and enables further energy efficiency improvements, contributing to the implementation of the Paris Agreement and to the Union’s security of energy supply through reducing its dependence on energy imports, including fossil…",147557,0.6192529797554016,positive,0.6,retrospective,"The survey question asks about increasing energy efficiency, but the vote refers to a Directive that has already been proposed and is being amended, not expressing a preference before the vote",[0.6],False
QD1.2. To what extent do you feel well informed or not about the rule of law in other EU Member States?,"Persistent, systemic, and new threats to the rule of law across the EU
Worrying trends: non-compliance with court rulings, civic space erosion, and attacks on EU values
Calls for strengthened enforcement tools and urgent follow-up",177229,0.6192477345466614,positive,0.4,retrospective,"The survey question asks about the level of information regarding the rule of law in other EU Member States, which is a past or current state, not an opinion or preference that could directly influence a future vote.",[0.4],False
"Q7_1 For each of the following initiatives, please tell me how effective or not you think they will be in helping to tackle the challenges facing the EU. The European Green Deal, i.e. the EU’s plan aiming to tackle climate change and transform the EU into a competitive, green economy, climate neutral by 2050.","MEPs welcome the EU plan to become climate neutral by 2050
This requires a higher 2030 emission reductions goal of 55%
Supports ambitious sustainable investment plan to achieve the Green Deal",111994,0.6191374659538269,positive,0.6,retrospective,"The survey question refers to the EU plan to become climate neutral by 2050, which is already a decided policy, not a forward-looking opinion.",[0.6],False
QA5.1 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Ensuring a fair standard of living for farmers,"The European Parliament adopted by 568 votes to 18, with 21 abstentions, a legislative resolution on the proposal for a regulation of the European Parliament and of the Council amending Council Regulation (EC) No 1217/2009 as regards conversion of the Farm Accountancy Data Network into a Farm Sustainability Data Network.
The European Parliament's position, adopted at first reading under the ordinary legislative procedure, should amend the proposal as follows:
To meet the needs of the common agricultural policy (CAP), including the evaluation of its impact on the agricultural sector, a farm sustainability data network (FSDN) is set up for the collection and analysis of farm-level sustainability data covering the economic, environmental and…",159006,0.6191134452819824,positive,0.6,retrospective,"The survey question asks about the role of the Common Agricultural Policy (CAP) in ensuring a fair standard of living for farmers, while the vote is about setting up a Farm Sustainability Data Network to meet the needs of the CAP. The survey references an already-existing policy, not expressing a preference before the vote.",[0.6],False
QD2T On which of the following do you think most of the EU budget is spent? Firstly? Any others? TOTAL (MAX. 4 REPONSES),"Next year’s EU budget signed into law by European Parliament’s President Metsola
More than €372.7 million added for key priorities such as energy and transport infrastructure, humanitarian aid, and civil protection
Total budget for 2026 is €192.8 billion in commitments, payments are set at €190.1 billion",181633,0.6187311410903931,positive,0.4,retrospective,"The survey question asks about the current EU budget distribution, while the vote summary mentions a new budget for the next year that has already been signed into law.",[0.4],False
QA8.9. Do you agree or not that the Common Agricultural Policy (CAP) contributes to…?  :-Reducing disparities in the development of different regions and territories of the EU,"Larger, standalone budget for the common agricultural policy (CAP)
Reinforced direct payments and reduced administrative burden for farmers
Removing barriers to becoming a farmer",178500,0.6185248494148254,positive,0.6,retrospective,"The survey question asks about the contribution of the Common Agricultural Policy (CAP) to reducing disparities in EU regions, but the vote is about increasing the budget for CAP and other specific actions, not directly related to reducing disparities.",[0.6],False
"Q2a_2 Here is a list of possible reasons for getting vaccinated against COVID-19. For each of them, please indicate how important it is/it was in your own decision. The Covid-19 vaccine will protect me from getting Covid-19 | Base: If ""As soon as possible"", ""Some time in 2021"" or ""I have already been vaccinated"" in Q1","Virus might stay active for several months, until an efficient and safe vaccine is supplied
Common definition needed for a positive COVID-19 case, for a death by COVID-19 and for recovery from infection
Influenza season likely to increase the number of people who should be tested",117283,0.6178389191627502,positive,0.4,retrospective,"The survey question asks about the importance of getting vaccinated against COVID-19, while the vote summary discusses other measures related to managing the pandemic, not directly connected to the citizens' decision to get vaccinated.",[0.4],False
QD2a On which of the following do you think most of the EU budget is spent? Firstly?,"Next year’s EU budget signed into law by European Parliament’s President Metsola
More than €372.7 million added for key priorities such as energy and transport infrastructure, humanitarian aid, and civil protection
Total budget for 2026 is €192.8 billion in commitments, payments are set at €190.1 billion",181633,0.6178300976753235,positive,0.4,retrospective,"The survey question asks about the current EU budget distribution, while the vote is about the next year's budget. The survey references a policy that has already been decided upon.",[0.4],False
QA8.9. Do you agree or not that the Common Agricultural Policy (CAP) contributes to…?  :-Reducing disparities in the development of different regions and territories of the EU,"The European Parliament adopted by 622 votes to 24, with 21 abstentions, a resolution on strengthening rural areas in the EU through cohesion policy.
Despite occupying 83 % of the EU territory and being home to a quarter of its population, rural areas are facing serious difficulties as a result of major demographic, economic and social challenges. There are still disparities between urban and rural areas in terms of cohesion policy funding, with urban areas receiving three times more funding than rural areas.
With its aim to reduce regional disparities and foster balanced development, EU cohesion policy has a key role to play in securing a sustainable future for these areas at risk of being left behind as a result of population ageing, youth…",176981,0.6176574230194092,positive,0.6,retrospective,"The survey question asks about the contribution of the Common Agricultural Policy (CAP) to reducing disparities in EU development, but the vote is about strengthening rural areas through cohesion policy, not specifically the CAP.",[0.6],False
"Q1_2 Imagine a major crisis affecting [YOUR COUNTRY] and surrounding countries. How effective or not do you think the EU’s response would be in each of the following situations? Providing relief for large natural disasters (e.g. floods, wildfires, earthquakes)","Austria, Poland, Czechia, Slovakia, Moldova, and Bosnia and Herzegovina will get help after severe floods in 2024
Assistance will be used for infrastructure repair, temporary accommodation, protecting cultural heritage sites, and clean-up
The EU should continue to address climate change adaptation and mitigation",177745,0.6171103715896606,positive,0.6,retrospective,"The survey asks about the EU's response to a hypothetical crisis in the future, while the vote is about providing assistance after a specific crisis that occurred in 2024",[0.6],False
"Q2a_5 Here is a list of possible reasons for getting vaccinated against COVID-19. For each of them, please indicate how important it is/it was in your own decision. The Covid-19 vaccine will make it possible for me to travel | Base: If ""As soon as possible"", ""Some time in 2021"" or ""I have already been vaccinated"" in Q1","Virus might stay active for several months, until an efficient and safe vaccine is supplied
Common definition needed for a positive COVID-19 case, for a death by COVID-19 and for recovery from infection
Influenza season likely to increase the number of people who should be tested",117283,0.6166926026344299,positive,0.4,retrospective,"The survey question asks about the importance of factors in a decision that has already been made (getting vaccinated), while the vote summary discusses measures related to managing COVID-19, but not directly linked to the specific decision of getting vaccinated.",[0.4],False
"QB8.1. Do you think that currently, the EU is successful in driving positive, sustainable change around the world, in the following areas :-Addressing climate change  ","The European Parliament adopted by 360 votes to 210, with 37 abstentions, a resolution on the Second World Summit for Social Development.
Sustainable development is a core principle of the EU, and the EU is committed to implementing the 2030 UN Sustainable Development Goals (SDGs) through transformative policies. However, significant inequalities, including income and gender disparities, inflation, housing insecurity, and regional imbalances, undermine social cohesion. While the EU has made progress in employment and aims to reduce poverty and social exclusion, challenges such as energy poverty, child poverty, precarious employment, skills shortages, demographic shifts, and unequal access to education and public services persist. The…",179617,0.6164265275001526,positive,0.6,retrospective,"The survey question asks about the EU's success in driving positive, sustainable change around the world, which is a broad and general topic, while the vote is specifically about a resolution on the Second World Summit for Social Development, which is a specific policy decision.",[0.6],False
QA5.3. To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in…?  :-Ensuring reasonable food prices for consumers,"Larger, standalone budget for the common agricultural policy (CAP)
Reinforced direct payments and reduced administrative burden for farmers
Removing barriers to becoming a farmer",178500,0.6162604689598083,positive,0.6,retrospective,"The survey question asks about the role of CAP in ensuring reasonable food prices for consumers, while the vote summary focuses on budget, direct payments, administrative burden for farmers, and barriers to becoming a farmer. Although both are related to CAP, the survey question references an already-decided policy rather than expressing a forward-looking opinion.",[0.6],False
QA7.9. How important do you think the following priorities of the Common Agricultural Policy (CAP) are?  :-Reducing disparities in the development of different regions and territories of the EU,"Larger, standalone budget for the common agricultural policy (CAP)
Reinforced direct payments and reduced administrative burden for farmers
Removing barriers to becoming a farmer",178500,0.6161214709281921,positive,0.6,retrospective,"The survey question asks about the importance of reducing disparities in the development of different regions and territories of the EU, which is a priority of the Common Agricultural Policy (CAP). However, the vote summary does not specifically address this priority but rather focuses on budget, payments, administrative burden for farmers, and barriers to becoming a farmer. The survey question references a policy decision that has already been made.",[0.6],False
QA8.8 Do you agree or not that the Common Agricultural Policy (CAP) contributes to ... ? (ONE ANSWER ONLY):-Reducing disparities in the development of different regions and territories of the EU (N),"Larger, standalone budget for the common agricultural policy (CAP)
Reinforced direct payments and reduced administrative burden for farmers
Removing barriers to becoming a farmer",178500,0.6161013841629028,positive,0.6,retrospective,"The survey question asks about the contribution of the Common Agricultural Policy (CAP) to reducing disparities in EU regions, but the vote is about a larger budget for CAP, reinforced direct payments, reduced administrative burden for farmers, and removing barriers to becoming a farmer. While these changes may impact regional disparities, the specific aspect addressed by the survey question is not directly relevant to whether the vote should pass or not.",[0.6],False
"QB7. In your opinion, how important or not is it for the EU to donate COVID-19 vaccines doses to developing countries?  ","The European Parliament adopted by 355 votes to 263, with 71 abstentions, a resolution on ‘Meeting the global COVID-19 challenge’.
The text adopted in plenary was tabled as a joint resolution by the EPP, S&D, Renew and Greens/EFA groups.
Members recalled that there have been approximately 172 000 000 cases of COVID-19, resulting in over 3.7 million deaths worldwide and that 11 billion doses are needed to vaccinate 70 % of the world’s population, although only a fraction of this amount has been produced.
Expressing its deep concern about the evolution of the pandemic, particularly in low- and middle-income countries, Parliament called for support for negotiations on the text of a temporary waiver of the World Trade Organisation (WTO) Agreement…",133728,0.6155918836593628,positive,0.6,retrospective,"The survey asks about donating COVID-19 vaccines to developing countries, but the vote is about a resolution on 'Meeting the global COVID-19 challenge' which includes a call for support for negotiations on a temporary waiver of the WTO Agreement. The specific action of donating vaccines is not directly linked to the parliamentary vote.",[0.6],False
"QA32.1 How effective or not do you think that each of the following measures decided by the European Union is, to respond to the economic effects of the Coronavirus pandemic?:-A recovery plan of 750 billion euros supporting the economy through grants and loans (Next Generation EU).","The European Parliament adopted by 462 votes to 80, with 145 abstentions, a resolution on the general guidelines for the preparation of the 2022 budget, Section III - Commission.
Parliament wants to set up a recovery budget in 2022 after the COVID-19 crisis that will allow the EU to boost investment and tackle unemployment, foster the digital and green transition, focus on a strong European Health Union, promote an inclusive recovery, focusing in particular on the younger generation, and ensure a safe and prosperous environment for EU citizens.
Concerned by the severe and long-lasting consequences of the crisis on SMEs, Members intend to secure sufficient funding for them through various EU programmes. They called…",129467,0.6155006885528564,positive,0.6,retrospective,"The survey question refers to the recovery plan that has already been decided upon (Next Generation EU), making it retrospective rather than asking for citizens' opinions before action.",[0.6],False
"QA19.2. If a vaccine against COVID-19 (coronavirus) is authorised by public authorities and available for you, when would you like to get vaccinated?","The European Parliament adopted by 458 votes to 149, with 86 abstentions, a resolution on EU transparency in the development, purchase and distribution of COVID-19 vaccines.
The resolution underlined that the handling of the COVID-19 pandemic is a trust test for all Member States and EU institutions that will inform the response to possible future public health emergencies. Full transparency regarding all details of research into and the development, purchase and distribution of COVID-19 vaccines is the fundamental prerequisite for enhancing citizens’ trust in vaccines and the way in which institutions have spent huge amounts of public funds.
The Commission and the Member States are obliged to work as openly as possible and as closely as…",136905,0.6154981851577759,positive,0.6,retrospective,"The survey asks about when citizens would like to get vaccinated, but the vote is about transparency in the development, purchase and distribution of COVID-19 vaccines, not directly related to the timing of vaccination.",[0.6],False
"QA32.1 How effective or not do you think that each of the following measures decided by the European Union is, to respond to the economic effects of the Coronavirus pandemic?:-A recovery plan of 750 billion euros supporting the economy through grants and loans (Next Generation EU).","The European Parliament adopted by 409 votes to 61, with 42 abstentions, a resolution on the Multiannual Financial Framework (MFF) 2021-2027: fight against oligarch structures, protection of EU funds from fraud and conflict of interest.
The MFF 2021-2027 package, which together with the NextGenerationEU recovery instrument represents an unprecedented total funding of EUR 1800 billion to support the recovery from the COVID-19 pandemic and the Union's long-term priorities in different policy areas.
The protection of the EU’s financial interests is a key element of the EU policy agenda to strengthen transparency, democratic accountability and the ability to respond to citizens’ needs, increase public trust and ensure that taxpayers’ money is…",140921,0.6151903867721558,positive,0.4,retrospective,The survey question asks about the effectiveness of a recovery plan that has already been decided upon in the vote,[0.4],False
"Q2a_3 Here is a list of possible reasons for getting vaccinated against COVID-19. For each of them, please indicate how important it is/it was in your own decision. The Covid-19 vaccine will protect my relatives and others from getting Covid-19 | Base: If ""As soon as possible"", ""Some time in 2021"" or ""I have already been vaccinated"" in Q1","Virus might stay active for several months, until an efficient and safe vaccine is supplied
Common definition needed for a positive COVID-19 case, for a death by COVID-19 and for recovery from infection
Influenza season likely to increase the number of people who should be tested",117283,0.6148616075515747,positive,0.6,retrospective,"The survey question asks about the importance of getting vaccinated against COVID-19, which is a past action for those who have already been vaccinated or plan to be. The vote summary discusses policies related to managing the virus, but it does not directly correspond to citizens' decisions to get vaccinated.",[0.6],False
Q7 At which level should decisions about EU regional policy projects primarily be taken? | Base: All,"Call for broader scope and more in-depth, transparent assessment
Concrete, country-specific recommendations and targets needed
Findings should be linked to corrective measures at EU level
EU needs “rule of law” and “European civic space” indices",143308,0.6141874194145203,positive,0.6,retrospective,"The survey question asks about the level decisions should be taken at, which is a retrospective question as it refers to an already existing policy or process.",[0.6],False
"Q2b_7 Here is a list of possible reasons for not getting vaccinated soon against COVID-19. For each of them, please indicate how important it is in your own decision. I am against vaccines in general | Base: If ""Later"" or ""Never"" in Q1","Virus might stay active for several months, until an efficient and safe vaccine is supplied
Common definition needed for a positive COVID-19 case, for a death by COVID-19 and for recovery from infection
Influenza season likely to increase the number of people who should be tested",117283,0.6141290664672852,positive,0.4,retrospective,"The survey question asks about reasons for not getting vaccinated soon against COVID-19, which is a past or ongoing situation, not a forward-looking opinion that could directly influence a vote.",[0.4],False
QA8.6. Do you agree or not that the Common Agricultural Policy (CAP) contributes to…?  :-Securing a stable supply of food in the EU at all times,"Larger, standalone budget for the common agricultural policy (CAP)
Reinforced direct payments and reduced administrative burden for farmers
Removing barriers to becoming a farmer",178500,0.6138410568237305,positive,0.6,retrospective,"The survey question asks about the contribution of the Common Agricultural Policy (CAP) to securing a stable supply of food in the EU, while the vote summary mentions a larger budget for CAP and changes within it, which implies that the policy is already in place.",[0.6],False
"QA32.3 How effective or not do you think that each of the following measures decided by the European Union is, to respond to the economic effects of the Coronavirus pandemic?:-Allowing national governments to make public deficit to support the economy in these exceptional circumstances.","The European Parliament adopted by 443 votes to 40, with 209 abstentions, a resolution on the role of the EU’s development cooperation and humanitarian assistance in addressing the consequences of the COVID-19 pandemic.
COVID-19 is a global pandemic affecting every country in the world but the economic and social impact of the pandemic has been felt most strongly in developing countries. The pandemic has greatly exacerbated the existing debt problems of developing countries, undermining their efforts to mobilise sufficient resources to achieve the Sustainable Development Goals (SDGs).
The economic consequences of the measures taken to tackle the COVID-19 pandemic in developing countries will exacerbate existing inequalities and…",134333,0.613575279712677,positive,0.6,retrospective,"The survey question asks about the effectiveness of a measure already decided by the EU, not expressing a preference before the vote",[0.6],False
QD3a And on which of the following would you like EU budget to be spent? Firstly?,"2026 budget should bolster EU defence and security capabilities
Reinforce political and strategic autonomy, and social, economic and territorial cohesion
EU budget is crucial in ensuring stability for Europeans
It is the largest investment instrument complementing national budgets",173801,0.6130777597427368,positive,0.6,retrospective,"The survey question asks about spending the EU budget, but the vote summary mentions that the EU budget is already crucial and an investment instrument, implying a decision has already been made.",[0.6],False
QA5.2 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Creating growth and jobs in rural areas,"The European Parliament adopted by 611 votes to 14, with 5 abstentions, a resolution on an EU action plan for organic agriculture.
In 2019, the EU’s total agricultural area under organic farming grew to 13.8 million hectares. It currently accounts for 8.5 % of the EU’s total utilised agricultural area and the value of the EU’s organic market more than doubled between 2010 and 2019. The retail sales of organic products increased from EUR 18 billion to EUR 41 billion in the period 2009-2019.
Parliament welcomed the Commission communication on an action plan for the development of organic production, the objective of increasing the EU’s agricultural area under organic farming by 2030 through the development of supply and demand, and the…",142009,0.6130133867263794,positive,0.6,retrospective,"The survey question asks about the role of CAP in creating growth and jobs in rural areas, but the vote is about an action plan for organic agriculture, which is a specific aspect within the same domain. The vote references policies that have already been implemented.",[0.6],False
Q5_5 To what extent do you agree or disagree with each of the following statements? The European Union is playing a key role in ensuring that we can have access to COVID-19 vaccines in (OUR COUNTRY) | Base: All,"The European Parliament adopted by 355 votes to 263, with 71 abstentions, a resolution on ‘Meeting the global COVID-19 challenge’.
The text adopted in plenary was tabled as a joint resolution by the EPP, S&D, Renew and Greens/EFA groups.
Members recalled that there have been approximately 172 000 000 cases of COVID-19, resulting in over 3.7 million deaths worldwide and that 11 billion doses are needed to vaccinate 70 % of the world’s population, although only a fraction of this amount has been produced.
Expressing its deep concern about the evolution of the pandemic, particularly in low- and middle-income countries, Parliament called for support for negotiations on the text of a temporary waiver of the World Trade Organisation (WTO) Agreement…",133728,0.6127737760543823,positive,0.6,retrospective,"The survey question asks about the role of the EU in ensuring access to COVID-19 vaccines, which is a past action or ongoing situation, not a forward-looking opinion that could directly influence the vote.",[0.6],False
QA7.6 How important do you think the following priorities of the Common Agricultural Policy (CAP) are? (ONE ANSWER ONLY):-Securing a stable supply of food in the EU (N),"Larger, standalone budget for the common agricultural policy (CAP)
Reinforced direct payments and reduced administrative burden for farmers
Removing barriers to becoming a farmer",178500,0.6126155257225037,positive,0.6,retrospective,"The survey question asks about the importance of securing a stable supply of food in the EU, which is already a priority of the Common Agricultural Policy (CAP). The vote summary mentions several actions related to CAP but does not specifically address the issue of food supply stability.",[0.6],False
QA5.3 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Ensuring reasonable food prices for consumers,"Larger, standalone budget for the common agricultural policy (CAP)
Reinforced direct payments and reduced administrative burden for farmers
Removing barriers to becoming a farmer",178500,0.6125202178955078,positive,0.6,retrospective,"The survey question asks about the role of CAP in ensuring reasonable food prices for consumers, while the vote summary focuses on budget, direct payments, administrative burden for farmers, and barriers to becoming a farmer. Although both are related to CAP, the survey question references an already-decided policy rather than expressing a forward-looking opinion.",[0.6],False
"Q7_2 To what extent do you agree or disagree with the following statements? Companies often make misleading environmental claims, leading customers to believe that their product or service is environmentally friendly | Base: All","Generic environmental claims and other misleading product information will be outlawed
Only sustainability labels based on approved certification schemes or established by public authorities will be allowed
Guarantee information has to be more visible and a new guarantee extension label will be introduced",163059,0.61163330078125,positive,0.6,retrospective,"The survey asks about misleading environmental claims by companies, while the vote is about outlawing such claims and introducing new labels. Although both questions are related to the environment, the vote seems to be a response to an already-decided policy or issue.",[0.6],False
"QB4.7 For each of the following areas, please indicate if you believe that more decision-making should take place at European level or on the contrary, that less decision-making should take place at European level. :- Promoting digitalisation and automation (N)","The European Parliament adopted by 495 votes to 34, with 102 abstentions, a resolution on artificial intelligence (AI) in the digital age.
Parliament noted that the world is on the threshold of the fourth industrial revolution and that the ongoing digital transformation, in which AI plays a key role, has triggered a global competition for technological leadership . The EU has so far lagged behind, especially in comparison to China and the US, so that future technological standards risk being developed without sufficient EU input, often by undemocratic actors, which poses a risk to political stability and economic competitiveness. The EU should act as a global standard-setter on AI…",142082,0.6115559339523315,positive,0.6,retrospective,"The survey question asks about decision-making at the European level for promoting digitalisation and automation, but the vote is about a resolution on artificial intelligence (AI) in the digital age, which already implies some level of decision-making at the European level. Therefore, the survey references an already-decided policy.",[0.6],False
"QB1.2. To what extent do you agree or disagree with each of the following statements. :-All EU Member States should respect the core values of the EU, such as fundamental rights, rule of law and democracy","The European Parliament adopted by 430 votes to 172, with 29 abstentions, a resolution on the implementation of the principle of primacy of EU law.
Parliament reiterated that, by their accession to the EU, the Member States have adhered to the entire body of EU law, including the case-law of the CJEU, and to all the EU values and principles as referred to in Article 2 TEU, which they thus share and have undertaken to respect at all times. It recalled that this includes, inter alia, the principle of primacy , which is crucial for ensuring the consistent application of EU law throughout the Union and guaranteeing equality of EU citizens before the law.
Members recalled that the principles of primacy of EU law or that of the precedence of…",160105,0.6106139421463013,positive,0.6,retrospective,"The survey question asks about the agreement with the statement that all EU Member States should respect core values of the EU, while the vote is about the implementation of the principle of primacy of EU law, which is a legal concept and not directly related to the stated core values.",[0.6],False
"QA19. If a vaccine against COVID-19 (coronavirus) is authorised by public authorities and available for you, when would you like to get vaccinated?","The European Parliament adopted by 458 votes to 149, with 86 abstentions, a resolution on EU transparency in the development, purchase and distribution of COVID-19 vaccines.
The resolution underlined that the handling of the COVID-19 pandemic is a trust test for all Member States and EU institutions that will inform the response to possible future public health emergencies. Full transparency regarding all details of research into and the development, purchase and distribution of COVID-19 vaccines is the fundamental prerequisite for enhancing citizens’ trust in vaccines and the way in which institutions have spent huge amounts of public funds.
The Commission and the Member States are obliged to work as openly as possible and as closely as…",136905,0.6105655431747437,positive,0.6,retrospective,"The survey asks about when citizens would like to get vaccinated, but the vote is about transparency in the development, purchase, and distribution of COVID-19 vaccines, not directly related to the timing of vaccination.",[0.6],False
QA7.5. How important do you think the following priorities of the Common Agricultural Policy (CAP) are?  :-Help tackle climate change,"Larger, standalone budget for the common agricultural policy (CAP)
Reinforced direct payments and reduced administrative burden for farmers
Removing barriers to becoming a farmer",178500,0.6096116900444031,positive,0.6,retrospective,"The survey question asks about the importance of tackling climate change within the Common Agricultural Policy (CAP), while the vote summary focuses on budget, direct payments, administrative burden for farmers, and barriers to becoming a farmer. Although both are related to CAP, the survey question does not directly relate to the specific actions mentioned in the vote summary.",[0.6],False
"QA13.3. Thinking about the consequences of the coronavirus pandemic, to what extent do you agree or disagree with the following statements?:-   The EU should be given the means to better deal in the future with crises, such as the coronavirus pandemic ","The European Parliament adopted by 443 votes to 40, with 209 abstentions, a resolution on the role of the EU’s development cooperation and humanitarian assistance in addressing the consequences of the COVID-19 pandemic.
COVID-19 is a global pandemic affecting every country in the world but the economic and social impact of the pandemic has been felt most strongly in developing countries. The pandemic has greatly exacerbated the existing debt problems of developing countries, undermining their efforts to mobilise sufficient resources to achieve the Sustainable Development Goals (SDGs).
The economic consequences of the measures taken to tackle the COVID-19 pandemic in developing countries will exacerbate existing inequalities and…",134333,0.6095472574234009,positive,0.6,retrospective,"The survey question refers to the EU's role in addressing the consequences of the COVID-19 pandemic, which is already a decided policy as indicated by the parliament's resolution",[0.6],False
QA5. What do you think are the two most important issues facing the EU at the moment? (MAX. 2 ANSWERS),"Key issues include media freedom, corruption, and individual liberties
EU needs to safeguard rights of women, children, LGBTIQ+, other vulnerable persons
Specific recommendations for Hungary, Poland, Greece, Cyprus, and Spain",163150,0.6094332337379456,positive,0.6,retrospective,"The survey asks about the most important issues facing the EU at the moment, while the vote summarizes key issues and specific recommendations for certain countries, implying that decisions have already been made or are being proposed.",[0.6],False
QA5. What do you think are the two most important issues facing the EU at the moment? (MAX. 2 ANSWERS) ,"Key issues include media freedom, corruption, and individual liberties
EU needs to safeguard rights of women, children, LGBTIQ+, other vulnerable persons
Specific recommendations for Hungary, Poland, Greece, Cyprus, and Spain",163150,0.6094332337379456,positive,0.6,retrospective,"The survey asks about the most important issues facing the EU at the moment, while the vote summarizes key issues and specific recommendations for certain countries, implying that decisions have already been made or are being proposed.",[0.6],False
QA5.2 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Creating growth and jobs in rural areas,"Larger, standalone budget for the common agricultural policy (CAP)
Reinforced direct payments and reduced administrative burden for farmers
Removing barriers to becoming a farmer",178500,0.6093790531158447,positive,0.6,retrospective,"The survey question asks about the role of CAP in creating growth and jobs in rural areas, while the vote summary focuses on budget, direct payments, administrative burden for farmers, and barriers to becoming a farmer. Although they are related topics within the same domain (agriculture), the survey question does not directly relate to the specific actions proposed in the vote.",[0.6],False
"QA5.7. To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in…?  :-Providing safe, healthy and sustainable food of high quality","The European Parliament adopted by 568 votes to 18, with 21 abstentions, a legislative resolution on the proposal for a regulation of the European Parliament and of the Council amending Council Regulation (EC) No 1217/2009 as regards conversion of the Farm Accountancy Data Network into a Farm Sustainability Data Network.
The European Parliament's position, adopted at first reading under the ordinary legislative procedure, should amend the proposal as follows:
To meet the needs of the common agricultural policy (CAP), including the evaluation of its impact on the agricultural sector, a farm sustainability data network (FSDN) is set up for the collection and analysis of farm-level sustainability data covering the economic, environmental and…",159006,0.6093485951423645,positive,0.4,retrospective,"The survey asks about the role of CAP in providing safe, healthy and sustainable food, while the vote is about setting up a Farm Sustainability Data Network, which is a different action related to the CAP but not directly asking for citizens' opinion on the specific topic.",[0.4],False
QA5.3 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Ensuring reasonable food prices for consumers,"The EU must become food self-sufficient
Investments in digitalisation and modernisation of agriculture needed
Call for campaigns against food waste, national food prevention programmes and cooperation of supermarkets with food banks
Agricultural entrepreneurship and activity must be maintained when implementing the Green Deal",155937,0.6086048483848572,positive,0.6,retrospective,"The survey question asks about the role of the Common Agricultural Policy (CAP) in ensuring reasonable food prices for consumers, while the vote summary discusses becoming food self-sufficient and other initiatives related to agriculture, which are not directly linked to the specific price aspect mentioned in the survey.",[0.6],False
"QE2.1. The EU has taken a series of actions as a response to Russia's invasion of Ukraine. To what extent you agree or disagree with each of these actions taken. :-Imposing economic sanctions on Russian government, companies and individuals","The European Parliament adopted by 338 votes to 86, with 122 abstentions, a resolution on the implementation of the Common Foreign and Security Policy - annual report 2023.
Members are concerned that the illegal, unprovoked and unjustified Russian war of aggression against Ukraine, enabled and supported by the illegitimate Lukashenka regime in Belarus and the regime in Iran, has brought war back to the European continent. They demand that Russia, and its proxy forces, cease all military action and that the Russian leadership immediately and unconditionally withdraw its troops from the internationally recognised territory of Ukraine and from any other country whose territory, or parts thereof, it unlawfully occupies…",164958,0.6083680987358093,positive,0.6,retrospective,"The survey question refers to the actions already taken by the EU in response to Russia's invasion of Ukraine, while the vote is about a resolution on the implementation of the Common Foreign and Security Policy - annual report 2023, which does not directly relate to the specific actions mentioned in the survey.",[0.6],False
